danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist
0.447,0.724,9,-7.447,1,0.0309,0.0708,0.0287,0.078,0.913,163.538,audio_features,203240,4,Once There Was a Time - 2004 Remaster,Ten Years After
0.548,0.916,0,-4.226,0,0.0368,0.00614,1.72e-06,0.478,0.31,120.81,audio_features,300627,4,Only Lonely,Toufic Farroukh
0.733,0.883,0,-5.623,1,0.0311,0.536,0.893,0.0643,0.939,108.596,audio_features,282453,4,Ya nassim alrouh,Toufic Farroukh
0.267,0.267,2,-17.733,1,0.0563,0.932,0.00795,0.206,0.0389,201.88,audio_features,98040,4,Kaf Skoon - Intro,Toufic Farroukh
0.68,0.392,5,-11.46,0,0.0278,0.763,0.925,0.123,0.446,97.983,audio_features,357493,5,Villes invisibles,Toufic Farroukh
0.193,0.361,9,-10.958,1,0.0396,0.837,0.562,0.112,0.155,173.999,audio_features,60373,4,"She's Happy - From ""Nour""",Toufic Farroukh
0.51,0.165,0,-16.503,0,0.0679,0.961,0.813,0.13,0.27,95.985,audio_features,58827,4,Callipyge,Toufic Farroukh
0.827,0.692,5,-7.372,0,0.0378,0.0634,0.726,0.0948,0.8,100.005,audio_features,352333,4,Lili s'en fout,Toufic Farroukh
0.725,0.887,0,-8.586,1,0.0338,0.313,0.918,0.0692,0.964,130.005,audio_features,341120,4,The Girl from Gypsy Moon,Toufic Farroukh
0.573,0.417,2,-14.338,1,0.059,0.584,0.00077,0.196,0.867,130.859,audio_features,275800,3,Sid eghmine,Gaada Diwane De Béchar
0.805,0.547,1,-15.34,1,0.0419,0.45,0.16,0.158,0.751,102.413,audio_features,131827,4,Cajun Moon,J.J. Cale
0.436,0.232,2,-20.123,0,0.0427,0.905,0.975,0.101,0.154,79.143,audio_features,68000,4,Caro Diario: Il Campo Di Pallone,Nicola Piovani
0.389,0.177,0,-13.062,0,0.0304,0.976,0.961,0.162,0.363,172.117,audio_features,193067,3,Pompidou,Portico Quartet
0.495,0.141,11,-19.269,0,0.0451,0.952,0.91,0.111,0.32,135.591,audio_features,259286,4,"Fuga Hirundinum ""Birds Requiem"" Suite",Dhafer Youssef
0.591,0.304,2,-16.902,1,0.0491,0.995,0.927,0.146,0.187,102.35,audio_features,238507,3,Music for 18 Musicians: Section I,Steve Reich
0.612,0.468,7,-13.593,1,0.0366,0.791,2.15e-05,0.0992,0.975,134.752,audio_features,210240,4,Lomir sich iberbetn,Zupfgeigenhansel
0.552,0.106,4,-20.302,0,0.0328,0.979,0.414,0.109,0.0729,108.547,audio_features,210800,3,Ich hab' die Nacht geträumt,Zupfgeigenhansel
0.43,0.0826,2,-18.876,0,0.0316,0.926,1.31e-05,0.177,0.436,110.171,audio_features,198600,4,Dos Kelbl,Zupfgeigenhansel
0.558,0.261,2,-15.657,0,0.0422,0.735,0.0,0.103,0.904,117.912,audio_features,159467,4,Arbetlosemarsch,Zupfgeigenhansel
0.547,0.335,4,-14.108,0,0.121,0.863,1.42e-06,0.0644,0.76,126.32,audio_features,140973,4,Sog nischt kejnmol,Zupfgeigenhansel
0.571,0.146,10,-22.405,1,0.0306,0.862,0.000729,0.692,0.451,106.397,audio_features,201653,4,"Andre, die das Land so sehr nicht liebten - Live",Zupfgeigenhansel
0.45,0.202,7,-18.321,1,0.0302,0.877,0.0466,0.106,0.285,162.178,audio_features,297560,3,Herbstlied / Bunt sind schon die Wälder,Zupfgeigenhansel
0.416,0.536,4,-8.596,0,0.0252,0.459,0.0,0.0693,0.754,81.228,audio_features,277093,3,El Derecho de Vivir en Paz,Victor Jara
0.722,0.649,11,-9.363,0,0.0985,0.81,0.844,0.0787,0.25,126.347,audio_features,192000,3,Cai Cai Vilú,Victor Jara
0.626,0.654,11,-7.671,1,0.0447,0.764,6.43e-06,0.0532,0.72,165.791,audio_features,206280,4,El Tinku,Victor Jara
0.544,0.789,9,-6.505,1,0.0684,0.271,0.00165,0.0883,0.221,105.547,audio_features,295600,4,Canto Libre,Victor Jara
0.573,0.445,1,-13.519,0,0.0491,0.575,0.0422,0.0796,0.778,136.19,audio_features,226333,3,En el Río Mapocho,Victor Jara
0.575,0.262,0,-10.276,1,0.0291,0.73,0.0,0.247,0.334,81.616,audio_features,241920,1,Angelita Huenuman,Victor Jara
0.357,0.0909,10,-16.619,0,0.034,0.894,0.149,0.179,0.265,140.831,audio_features,240667,4,Herminda de la Victoria,Victor Jara
0.593,0.452,7,-15.621,1,0.0307,0.764,0.964,0.0566,0.644,131.395,audio_features,168600,3,"Danza de los Niños - Homenaje a Pablo Neruda, 1972",Victor Jara
0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,audio_features,173947,4,I Saw Her Standing There - Remastered 2009,The Beatles
0.428,0.714,5,-9.735,1,0.0376,0.0697,0.212,0.163,0.435,94.033,audio_features,323133,4,Are 'Friends' Electric? - 1998 Remaster,Tubeway Army
0.657,0.498,11,-11.529,1,0.262,0.405,0.000479,0.107,0.46,164.25,audio_features,305240,4,Mysterons,Portishead
0.707,0.622,11,-8.578,0,0.0368,0.32,0.0,0.315,0.927,119.986,audio_features,297808,3,Salabati,Aziz Sahmaoui
0.789,0.815,1,-5.893,1,0.193,0.0215,0.0104,0.0807,0.759,168.181,audio_features,151558,4,Malgré tout,Mohamed Lamouri
0.332,0.494,9,-8.591,0,0.0491,0.682,0.000511,0.0612,0.813,186.818,audio_features,198000,3,Haramtou Bik Nouassi,Orchestre El Gusto
0.682,0.64,4,-9.27,0,0.051,0.778,0.0,0.11,0.908,112.796,audio_features,305333,4,El Ouelf Saig,Dahmane El Harrachi
0.656,0.819,2,-2.521,1,0.0382,0.183,0.0,0.408,0.85,102.714,audio_features,184827,4,Ya rayeh,Dahmane El Harrachi
0.694,0.878,8,-5.82,1,0.0738,0.0827,0.0,0.084,0.908,127.419,audio_features,96053,3,Ma kayen ghir ennif,Gnawa Diffusion
0.479,0.578,3,-8.038,1,0.0793,0.886,0.000105,0.187,0.852,160.186,audio_features,191040,3,Hinwani,Mariem Hassan
0.407,0.261,2,-13.596,0,0.0449,0.957,1.62e-05,0.132,0.504,85.159,audio_features,245533,4,Algérie mon beau pays,Slimane Azem
0.673,0.841,1,-3.778,1,0.0391,0.261,0.0,0.0526,0.807,96.027,audio_features,376787,4,NAKHLA,Cheikha Rimitti
0.438,0.854,4,-8.667,0,0.0583,0.263,0.0135,0.107,0.636,90.824,audio_features,271563,4,Ana Hayou,Aziz Sahmaoui
0.656,0.166,9,-10.862,1,0.0809,0.809,0.0,0.547,0.411,97.623,audio_features,176933,4,Tirka,Mariem Hassan
0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,audio_features,125520,4,Avril 14th,Aphex Twin
0.411,0.0577,7,-22.43,1,0.0466,0.996,0.863,0.115,0.369,68.802,audio_features,123573,3,Tenkou Why Feel Sorry,Emahoy Tsege Mariam Gebru
0.566,0.0193,2,-26.684,1,0.0614,0.991,0.893,0.0878,0.326,102.349,audio_features,190560,4,Ronsard (De Platero y Yo),Mario Castelnuovo-Tedesco
0.347,0.102,8,-17.94,1,0.0437,0.995,0.858,0.115,0.126,66.982,audio_features,193413,3,"Homesickness, Pt. 2",Emahoy Tsege Mariam Gebru
0.322,0.0458,2,-23.372,1,0.0539,0.938,0.000462,0.0494,0.037,155.221,audio_features,688413,3,Fratres,Arvo Pärt
0.138,0.712,0,-5.271,1,0.069,0.746,0.773,0.0714,0.133,99.877,audio_features,203067,4,The Ecstasy of Gold - L'Estasi Dell'oro,Ennio Morricone
0.589,0.89,4,-3.467,1,0.0774,0.000658,5.44e-06,0.0357,0.709,113.088,audio_features,226736,4,Rolling,Roedelius
0.396,0.14,3,-18.382,1,0.0356,0.948,0.469,0.326,0.0697,77.204,audio_features,155693,3,Song for Jesse,Nick Cave & Warren Ellis
0.808,0.454,9,-19.328,0,0.0525,0.441,0.00146,0.0751,0.851,106.928,audio_features,290307,4,The Goodbye Look,Donald Fagen
0.77,0.381,10,-15.085,1,0.03,0.441,0.00331,0.115,0.894,104.291,audio_features,298952,4,Hate It When You Leave (2010 - Remaster),Keith Richards
0.578,0.81,2,-4.481,1,0.037,0.0529,4.68e-05,0.0842,0.904,131.592,audio_features,186493,4,The Nazz Are Blue,The Yardbirds
0.732,0.207,9,-11.336,1,0.044,0.837,0.0877,0.106,0.507,92.236,audio_features,112573,3,Crosseyed Heart,Keith Richards
0.596,0.902,7,-8.483,1,0.0429,0.225,2.12e-05,0.0733,0.669,120.538,audio_features,196800,4,Take It So Hard (2010 - Remaster),Keith Richards
0.422,0.651,9,-10.935,1,0.0616,0.00701,0.00296,0.133,0.895,181.953,audio_features,232467,4,Taxi Grab,Jethro Tull
0.555,0.392,5,-14.896,0,0.0311,0.682,0.000665,0.222,0.522,130.012,audio_features,171520,4,Salamander,Jethro Tull
0.53,0.466,0,-10.959,1,0.0478,0.269,0.0,0.0705,0.449,74.8,audio_features,340467,4,Too Old to Rock 'n' Roll: Too Young to Die!,Jethro Tull
0.475,0.503,7,-12.176,1,0.0461,0.318,0.273,0.305,0.515,128.762,audio_features,857733,4,Alleycat,Nucleus
0.422,0.624,10,-11.162,0,0.0409,0.0336,0.435,0.206,0.719,119.037,audio_features,453693,4,Sorceress - Instrumental,Return To Forever
0.537,0.195,7,-17.58,1,0.0421,0.264,0.18,0.0974,0.389,58.245,audio_features,549373,4,Vein Melter,Herbie Hancock
0.543,0.615,10,-10.376,1,0.0319,0.485,0.848,0.109,0.683,129.594,audio_features,313987,4,Droge CX 9,Vampire Sound Inc.
0.682,0.0453,0,-20.792,1,0.0563,0.86,0.858,0.101,0.426,93.695,audio_features,285053,3,Ahmad's Waltz,Ahmad Jamal Quintet
0.588,0.35,10,-10.973,1,0.0269,0.86,1.64e-05,0.0974,0.328,108.473,audio_features,242760,4,Ein stolzes Schiff,Zupfgeigenhansel
0.604,0.448,2,-12.871,0,0.035,0.791,0.0,0.0652,0.964,126.185,audio_features,157560,4,Di grine kusine,Zupfgeigenhansel
0.707,0.425,7,-10.911,1,0.0365,0.448,4.39e-05,0.11,0.794,80.537,audio_features,187240,4,"Es, es, es und es",Zupfgeigenhansel
0.617,0.56,2,-11.632,1,0.0526,0.619,0.0,0.23,0.737,80.047,audio_features,263427,4,Waldfest,Zupfgeigenhansel
0.706,0.26,2,-14.087,0,0.0512,0.932,4.38e-05,0.102,0.117,97.682,audio_features,162760,3,Mein Michel,Zupfgeigenhansel
0.528,0.462,4,-9.798,0,0.027,0.497,0.0,0.111,0.444,115.707,audio_features,193040,4,Wenn ich einmal der Herrgot wär',Zupfgeigenhansel
0.537,0.41,4,-15.554,0,0.0582,0.932,2.4e-05,0.0765,0.879,124.945,audio_features,132107,4,Dire-gelt,Zupfgeigenhansel
0.714,0.467,7,-9.657,1,0.038,0.702,0.0,0.0771,0.759,118.537,audio_features,206027,4,Bürgerlied,Zupfgeigenhansel
0.732,0.249,0,-11.391,1,0.0412,0.783,0.0,0.107,0.941,134.064,audio_features,134733,4,Papst und Sultan,Zupfgeigenhansel
0.656,0.296,7,-10.352,1,0.0497,0.611,0.0,0.111,0.61,121.407,audio_features,118893,3,Lied der Pariser Kommune,Zupfgeigenhansel
0.79,0.443,4,-9.684,0,0.0374,0.916,0.0,0.217,0.948,115.718,audio_features,126613,4,Bella Ciao,Zupfgeigenhansel
0.747,0.125,2,-19.731,1,0.033,0.836,4.26e-05,0.104,0.429,103.858,audio_features,199173,4,Nehmt Abschied,Zupfgeigenhansel
0.712,0.235,0,-16.713,0,0.089,0.621,0.0,0.0891,0.298,117.896,audio_features,197413,3,Ein Krampenschlag vor Tag,Zupfgeigenhansel
0.529,0.0961,1,-20.594,1,0.0284,0.934,0.0,0.131,0.382,108.962,audio_features,226413,4,Ade zur guten Nacht,Zupfgeigenhansel
0.607,0.52,0,-12.73,1,0.033,0.461,0.0,0.0577,0.929,81.866,audio_features,135907,4,Ring A-Around-A-Rosy Rag,Arlo Guthrie
0.554,0.812,2,-7.918,1,0.0293,0.389,0.000145,0.0896,0.865,144.496,audio_features,227000,4,My Front Pages - Remastered,Arlo Guthrie
0.382,0.225,0,-12.962,1,0.0459,0.915,0.921,0.05,0.103,97.045,audio_features,219733,4,Music For A Found Harmonium - 2008 Digital Remaster,Penguin Cafe Orchestra
0.453,0.457,2,-11.121,0,0.0485,0.981,0.936,0.128,0.589,169.499,audio_features,106213,3,"String Quartet no. 2 ""Company"": II.",Philip Glass
0.269,0.443,5,-12.812,1,0.0315,0.973,0.907,0.111,0.363,100.295,audio_features,167314,4,Crepuscolo Sul Mare,Piero Umiliani
0.618,0.206,7,-15.822,1,0.0303,0.685,0.0,0.126,0.229,112.461,audio_features,212173,4,Zogen einst fünf wilde Schwäne,Zupfgeigenhansel
0.756,0.333,0,-11.835,1,0.0645,0.743,0.0,0.249,0.919,139.552,audio_features,154133,4,Als wir jüngst verschütt jegangen waren,Zupfgeigenhansel
0.524,0.103,1,-21.613,1,0.0762,0.869,0.894,0.112,0.48,143.139,audio_features,74160,4,Échappade,Hadouk Trio
0.487,0.356,2,-12.655,1,0.0595,0.625,0.86,0.0967,0.0743,85.902,audio_features,275880,4,The Pain in Spain Stays Mainly in the Brain,Toufic Farroukh
0.486,0.22,5,-19.514,1,0.0617,0.895,0.907,0.136,0.629,166.523,audio_features,291853,4,Al Birwa,Anouar Brahem
0.719,0.481,9,-12.012,0,0.031,0.785,0.773,0.103,0.538,136.965,audio_features,224555,5,Sylvains d'orient,Renaud Garcia-Fons
0.48,0.199,9,-13.072,0,0.0512,0.919,0.794,0.0939,0.124,63.287,audio_features,124480,5,La fille du boxeur,Titi Robin
0.689,0.466,8,-10.211,1,0.0507,0.508,0.732,0.117,0.75,171.958,audio_features,345027,4,Dance for My Father,Toufic Farroukh
0.611,0.275,0,-9.759,1,0.032,0.898,1.23e-05,0.129,0.345,124.935,audio_features,263747,4,Kalam el-Leil,Rima Khcheich
0.452,0.489,10,-9.421,0,0.028,0.781,0.807,0.0927,0.613,107.778,audio_features,294093,4,Rio de Cairo,Toufic Farroukh
0.449,0.107,0,-21.343,0,0.0338,0.907,0.963,0.112,0.151,109.968,audio_features,149120,4,Un air de liberté - Version guitare,Khaled Mouzanar
0.319,0.248,2,-12.577,0,0.0358,0.969,0.755,0.1,0.387,83.629,audio_features,98720,1,La demoiselle de Ceret,Renaud Garcia-Fons
0.403,0.104,5,-20.633,0,0.0353,0.955,0.915,0.102,0.188,136.468,audio_features,73320,4,Shooting The Statues,Amine Bouhafa
0.506,0.0238,7,-26.317,1,0.137,0.936,0.954,0.11,0.237,135.052,audio_features,70541,3,Le silence de l'exode - Solitude 2,Yom
0.517,0.77,3,-5.214,0,0.0664,0.349,0.0,0.321,0.835,122.138,audio_features,117993,4,The Trip,Donovan
0.579,0.621,0,-8.987,1,0.0268,0.187,0.0,0.07,0.491,108.467,audio_features,478960,4,The Sky Children,Kaleidoscope
0.479,0.534,1,-9.565,1,0.0794,0.101,0.627,0.0703,0.815,90.725,audio_features,332427,4,Sweet Emotion,Leo Kottke
0.48,0.164,7,-19.434,1,0.0654,0.875,0.781,0.0892,0.238,181.892,audio_features,164200,3,Tumbling Tumbleweeds,Leo Kottke
0.746,0.852,7,-5.7,1,0.0317,0.566,0.864,0.13,0.921,114.935,audio_features,238467,4,World Turning,Leo Kottke
0.471,0.594,0,-10.463,1,0.141,0.201,0.0949,0.145,0.215,103.431,audio_features,202400,4,Oh Well,Leo Kottke
0.488,0.661,6,-12.824,1,0.0314,0.176,0.946,0.288,0.925,107.958,audio_features,124600,4,Buckaroo,Leo Kottke
0.509,0.306,8,-15.442,1,0.042,0.864,0.843,0.138,0.84,134.421,audio_features,96400,4,Available Space,Leo Kottke
0.518,0.333,5,-15.965,1,0.0456,0.524,0.915,0.0931,0.936,105.627,audio_features,124333,4,Mr. Fonebone,Leo Kottke
0.354,0.615,2,-16.837,1,0.037,0.873,0.791,0.198,0.856,112.308,audio_features,137667,4,Airproofing,Leo Kottke
0.559,0.612,1,-12.587,1,0.0289,0.0931,0.766,0.0839,0.907,124.438,audio_features,100000,4,Up Tempo,Leo Kottke
0.814,0.418,11,-15.372,1,0.0382,0.75,0.0116,0.099,0.842,91.658,audio_features,156840,4,Call Me The Breeze,J.J. Cale
0.52,0.179,11,-21.976,0,0.0454,0.356,0.00344,0.131,0.407,155.746,audio_features,197093,4,"Lay, Lady, Lay",Bob Dylan
0.507,0.534,5,-9.465,0,0.04,0.704,1.82e-05,0.357,0.774,115.66,audio_features,194490,4,Tchintchirote,Cesária Evora
0.49,0.0211,4,-27.365,1,0.0586,0.991,0.923,0.1,0.468,65.339,audio_features,123427,3,Lágrima,Francisco Tárrega
0.41,0.315,1,-14.928,0,0.0333,0.545,0.000383,0.156,0.631,121.852,audio_features,118187,4,Aisle Of Plenty - Remastered 2008,Genesis
0.295,0.536,2,-9.985,1,0.0404,0.0838,0.000336,0.0761,0.204,82.658,audio_features,483053,4,Dancing With The Moonlit Knight - Remastered 2008,Genesis
0.542,0.415,0,-11.61,1,0.0314,0.511,0.775,0.177,0.742,83.718,audio_features,85693,4,"Hazard Profile, Pt. 4 - 2022 Remaster",Soft Machine
0.247,0.221,0,-15.299,0,0.0312,0.737,0.444,0.155,0.185,83.845,audio_features,302027,4,Air Born,Camel
0.532,0.864,7,-5.761,1,0.0334,0.0381,0.0,0.123,0.617,101.988,audio_features,169427,4,River Of Life,Premiata Forneria Marconi
0.402,0.686,7,-5.409,1,0.0655,0.766,3.29e-06,0.095,0.59,179.269,audio_features,180373,4,Jane S. Piddy,Rodríguez
0.795,0.29,9,-15.438,1,0.0389,0.864,0.0138,0.0961,0.798,110.724,audio_features,225333,4,Nobody but You,Lou Reed
0.438,0.398,7,-13.692,1,0.0347,0.763,9.2e-06,0.0871,0.456,93.954,audio_features,283133,4,Duncan,Paul Simon
0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,audio_features,143693,4,After Midnight,J.J. Cale
0.476,0.457,11,-12.533,0,0.0282,0.58,0.000189,0.11,0.422,84.486,audio_features,208667,4,Phantasmagoria in Two,Tim Buckley
0.481,0.299,10,-14.634,1,0.0344,0.232,6.96e-05,0.175,0.525,126.868,audio_features,419813,4,Cyprus Avenue - 1999 Remaster,Van Morrison
0.573,0.226,2,-14.767,1,0.082,0.825,4.4e-06,0.15,0.366,131.692,audio_features,253853,4,Is This What You Wanted,Leonard Cohen
0.656,0.594,9,-10.991,1,0.0376,0.253,0.000905,0.119,0.778,98.356,audio_features,151333,4,Come Running - 2013 Remaster,Van Morrison
0.597,0.555,7,-10.058,1,0.0408,0.446,0.00131,0.0845,0.489,120.194,audio_features,219840,3,Old Shoes (& Picture Postcards),Tom Waits
0.395,0.28,5,-16.539,0,0.0347,0.872,0.0153,0.265,0.176,92.333,audio_features,302013,4,Avalanche,Leonard Cohen
0.755,0.612,9,-14.975,1,0.0408,0.342,0.913,0.108,0.97,131.444,audio_features,141160,4,Heiße Lippen,Cluster
0.342,0.656,4,-7.431,1,0.0326,0.163,2.8e-05,0.686,0.411,69.658,audio_features,209427,4,Big White Cloud,John Cale
0.658,0.53,2,-9.749,1,0.0295,0.537,5.44e-05,0.124,0.416,140.415,audio_features,203947,4,Fall of Another Year,CAN
0.789,0.217,2,-20.727,0,0.0499,0.792,0.228,0.111,0.876,117.549,audio_features,143800,4,Don't Go To Strangers,J.J. Cale
0.603,0.44,7,-13.284,1,0.0328,0.392,0.000144,0.578,0.671,128.021,audio_features,248160,4,Ripple - 2013 Remaster,Grateful Dead
0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,audio_features,215293,3,America,Simon & Garfunkel
0.502,0.49,10,-10.516,1,0.0502,0.353,0.00806,0.23,0.302,79.383,audio_features,200733,4,The Wind,PJ Harvey
0.334,0.872,5,-10.4,1,0.0371,0.0805,0.301,0.847,0.788,154.816,audio_features,219227,4,Ride My See-Saw,The Moody Blues
0.479,0.89,10,-4.527,1,0.0374,0.000605,0.000345,0.0932,0.795,164.491,audio_features,202893,4,You Wreck Me,Tom Petty
0.77,0.589,0,-12.556,1,0.0362,0.595,0.003,0.0699,0.812,123.744,audio_features,184467,4,If You Wanna Get To Heaven,The Ozark Mountain Daredevils
0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,audio_features,249947,4,Say You Love Me,Fleetwood Mac
0.581,0.542,9,-9.336,1,0.0867,0.791,0.941,0.266,0.666,104.216,audio_features,158267,4,Whammer Jammer,The J. Geils Band
0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,audio_features,289440,4,You Don't Know How It Feels,Tom Petty
0.491,0.605,7,-10.098,1,0.0367,0.192,0.0,0.289,0.903,151.416,audio_features,183507,4,Brown Eyed Girl,Van Morrison
0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,audio_features,178360,4,I Won't Back Down,Tom Petty
0.599,0.867,7,-9.516,1,0.0494,0.0331,9.08e-05,0.116,0.894,108.317,audio_features,204080,4,You Could Have Been a Lady,April Wine
0.681,0.312,6,-16.173,0,0.0452,0.816,0.000619,0.0935,0.789,128.094,audio_features,171853,4,Walkin’ Back to Georgia,Jim Croce
0.534,0.236,7,-11.507,1,0.0586,0.857,0.426,0.111,0.51,149.427,audio_features,150560,4,Muwashah salla fina el lahtha hindiyya,Rima Khcheich
0.429,0.606,10,-6.726,0,0.0292,0.054,0.873,0.0781,0.12,91.039,audio_features,276434,4,Sahara,Rabih Abou-Khalil
0.611,0.205,2,-11.263,0,0.0529,0.955,1.01e-05,0.174,0.581,94.267,audio_features,229560,4,Washwishni,Rima Khcheich
0.511,0.374,2,-12.945,0,0.0355,0.823,0.768,0.0675,0.736,102.647,audio_features,81627,3,Imminent Journey,Rabih Abou-Khalil
0.664,0.227,9,-11.803,0,0.0477,0.954,0.684,0.0686,0.138,116.97,audio_features,64827,4,"To Swagger - From ""Nour""",Toufic Farroukh
0.189,0.343,4,-20.314,1,0.0453,0.817,0.916,0.0924,0.0834,141.659,audio_features,238773,4,Deep Blue Day - Remastered 2005,Brian Eno
0.672,0.581,2,-9.891,0,0.285,0.739,0.893,0.0963,0.964,93.557,audio_features,110013,4,Coffee in the Pot,Supergrass
0.591,0.468,5,-13.326,0,0.039,0.109,0.797,0.103,0.686,77.272,audio_features,364852,4,Fine Corinthian Leather,Charlie Hunter
0.384,0.0312,2,-27.672,1,0.0593,0.992,0.926,0.0805,0.179,101.876,audio_features,368893,4,Capricho arabe,Francisco Tárrega
0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,audio_features,346587,3,"Ravel: Pavane pour une infante défunte, M. 19",Maurice Ravel
0.47,0.0419,7,-24.504,0,0.0462,0.992,0.91,0.112,0.831,129.016,audio_features,84667,4,Oregano,Chilly Gonzales
0.266,0.884,7,-4.03,1,0.0648,0.0133,0.913,0.0846,0.495,110.468,audio_features,193293,4,Love Or Confusion,Jimi Hendrix
0.758,0.526,11,-12.495,0,0.0285,0.0235,2.29e-05,0.0829,0.723,115.688,audio_features,210947,4,Free Me,Free
0.402,0.818,9,-6.588,1,0.0496,0.0168,0.0211,0.0962,0.562,91.938,audio_features,312427,4,"People, Let's Stop The War - Remastered",Grand Funk Railroad
0.439,0.81,11,-4.835,0,0.0557,0.13,0.00948,0.0676,0.269,134.07,audio_features,196173,4,51st Anniversary,Jimi Hendrix
0.666,0.868,7,-7.849,1,0.0638,0.039,0.174,0.047,0.741,99.763,audio_features,166400,4,Funk #48,James Gang
0.25,0.821,7,-7.694,1,0.075,0.000551,0.00181,0.335,0.81,190.203,audio_features,195827,4,Evil - Single Version,Cactus
0.424,0.104,2,-21.888,1,0.048,0.994,0.915,0.115,0.0501,143.431,audio_features,367947,3,"Miroirs: IV. Alborada del gracioso, M. 43",Maurice Ravel
0.265,0.0689,5,-23.884,1,0.049,0.959,0.76,0.0891,0.041,117.922,audio_features,530027,4,"Ravel: String Quartet, M. 35: I. Allegro moderato - Très doux",Maurice Ravel
0.38,0.115,2,-20.513,1,0.0519,0.976,0.707,0.0725,0.0911,123.354,audio_features,577440,4,Tzigane (version for violin and orchestra),Maurice Ravel
0.225,0.0705,1,-24.81,1,0.0397,0.989,0.936,0.0856,0.0326,166.784,audio_features,416787,3,"Gaspard de la Nuit, M. 55: 1. Ondine",Maurice Ravel
0.191,0.0127,4,-36.641,0,0.0486,0.965,0.086,0.0712,0.0381,104.055,audio_features,181507,4,Berceuse sur le nom de Gabriel Fauré,Maurice Ravel
0.213,0.0113,5,-37.468,0,0.0429,0.971,0.000853,0.0678,0.0388,82.949,audio_features,201000,4,"Trois chansons, M.69: 2. Trois beaux oiseaux du Paradis",Maurice Ravel
0.131,0.0406,9,-25.857,0,0.0407,0.958,0.915,0.104,0.215,83.117,audio_features,149693,4,"L'enfant et les sortilèges, M. 71, Tab. I: ""J'ai pas envie de faire ma page"" (L'enfant)",Maurice Ravel
0.24,0.0397,8,-26.659,0,0.0398,0.983,0.971,0.118,0.0936,122.093,audio_features,208173,4,"Ravel: Ma mère l'Oye, M. 60: III. Laideronnette, impératrice des pagodes",Maurice Ravel
0.34,0.0206,7,-36.13,1,0.0319,0.994,0.926,0.0629,0.15,165.565,audio_features,82733,4,"Valses nobles et sentimentales, M. 61: III. Modéré",Maurice Ravel
0.164,0.012,1,-24.858,1,0.0428,0.993,0.887,0.0648,0.0315,70.329,audio_features,159445,3,"Rapsodie espagnole, M. 54: III. Habanera",Maurice Ravel
0.365,0.0215,8,-26.203,0,0.039,0.988,0.858,0.103,0.0531,70.124,audio_features,212027,3,"Miroirs, M. 43: No. 2. Oiseaux tristes",Maurice Ravel
0.0797,0.00383,6,-29.752,0,0.0408,0.977,0.9,0.0982,0.0575,78.367,audio_features,475147,4,"Piano Trio in A Minor, M. 67: III. Passacaille. Très large",Maurice Ravel
0.846,0.621,9,-7.641,0,0.0539,0.0456,0.385,0.0218,0.971,138.747,audio_features,192000,4,SEVEN GOBLINS,Masayoshi Takanaka
0.704,0.765,9,-8.906,1,0.0354,0.0916,0.00187,0.0945,0.879,129.195,audio_features,261000,4,THE SUNSET VALLEY,Masayoshi Takanaka
0.464,0.61,0,-11.568,1,0.0662,0.412,0.246,0.0575,0.846,131.298,audio_features,225013,4,STAR WARS SAMBA,Masayoshi Takanaka
0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,audio_features,230040,4,MALIBU,Masayoshi Takanaka
0.7,0.695,0,-7.466,1,0.0322,0.162,0.579,0.432,0.835,124.651,audio_features,310000,4,ONCE UPON A SONG,Masayoshi Takanaka
0.582,0.612,6,-17.168,0,0.0566,0.975,0.961,0.128,0.339,100.898,audio_features,326467,4,Music for 18 Musicians: Pulses,Steve Reich
0.409,0.287,9,-12.75,0,0.0315,0.846,0.885,0.138,0.405,103.323,audio_features,306013,4,Francesco en Paraiso,Terry Riley
0.063,0.0295,2,-25.697,0,0.0361,0.976,0.947,0.108,0.0572,67.369,audio_features,578467,4,2/2 - Remastered 2004,Brian Eno
0.295,0.556,5,-10.176,0,0.0317,0.958,0.857,0.131,0.0444,136.576,audio_features,481320,4,The Hall of Mirrors In the Palace of Versailles,Terry Riley
0.608,0.097,2,-22.651,1,0.0759,0.99,0.904,0.117,0.471,119.808,audio_features,103000,4,To A Sea Horse,Moondog
0.156,0.113,0,-16.736,1,0.038,0.902,0.914,0.103,0.034,87.328,audio_features,240000,4,Raga Bihag Alap,Terry Riley
0.597,0.477,9,-11.617,1,0.0329,0.178,0.925,0.244,0.553,120.162,audio_features,260459,4,Already Gone,Wooden Shjips
